"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","","36","0","","38"
"0","Api tests","0","","4","0","Get response","0"
"0","Api tests","0","","1","0","Post response","0"
